2795.09-0	2685.83-1	2761.78-2	2731.2-3	2768.51-4	2768.27-5	2730.11-6	2708.36-7	2713.3-8	2791.04-9
66.0	159.0	194.0	48.0	85.0	161.0	119.0	187.0	167.0	87.0
67.0	160.0	193.0	47.0	65.0	175.0	157.0	185.0	166.0	86.0
68.0	176.0	192.0	46.0	66.0	160.0	158.0	184.0	165.0	116.0
69.0	179.0	191.0	41.0	67.0	159.0	159.0	183.0	164.0	115.0
70.0	180.0	190.0	42.0	68.0	158.0	160.0	182.0	163.0	117.0
71.0	181.0	189.0	43.0	69.0	157.0	175.0	175.0	162.0	118.0
72.0	182.0	188.0	60.0	70.0	119.0	182.0	160.0	182.0	61.0
73.0	183.0	187.0	61.0	71.0	120.0	183.0	159.0	183.0	62.0
74.0	184.0	186.0	118.0	72.0	121.0	184.0	158.0	184.0	63.0
75.0	185.0	185.0	117.0	73.0	60.0	185.0	157.0	185.0	65.0
76.0	187.0	184.0	115.0	74.0	61.0	187.0	119.0	186.0	85.0
77.0	186.0	183.0	116.0	76.0	118.0	186.0	177.0	187.0	84.0
78.0	190.0	182.0	86.0	75.0	117.0	193.0	176.0	188.0	83.0
95.0	189.0	161.0	85.0	77.0	116.0	197.0	181.0	189.0	82.0
96.0	188.0	162.0	84.0	78.0	115.0	198.0	180.0	190.0	81.0
97.0	165.0	163.0	87.0	95.0	114.0	201.0	179.0	191.0	79.0
94.0	164.0	164.0	113.0	96.0	113.0	196.0	150.0	192.0	80.0
93.0	163.0	165.0	114.0	97.0	87.0	195.0	178.0	193.0	90.0
98.0	162.0	166.0	111.0	94.0	86.0	194.0	151.0	197.0	91.0
99.0	161.0	167.0	110.0	93.0	85.0	192.0	152.0	194.0	92.0
100.0	175.0	168.0	112.0	98.0	84.0	191.0	156.0	195.0	103.0
101.0	174.0	169.0	88.0	99.0	83.0	190.0	153.0	196.0	102.0
92.0	173.0	170.0	83.0	100.0	88.0	189.0	155.0	201.0	101.0
91.0	107.0	171.0	82.0	101.0	112.0	188.0	154.0	198.0	100.0
90.0	106.0	172.0	81.0	169.0	111.0	165.0	120.0	199.0	99.0
80.0	105.0	106.0	80.0	170.0	110.0	164.0	121.0	200.0	98.0
79.0	104.0	105.0	79.0	171.0	108.0	163.0	122.0	202.0	93.0
81.0	90.0	107.0	78.0	172.0	109.0	162.0	123.0	203.0	94.0
89.0	91.0	173.0	77.0	168.0	89.0	161.0	124.0	204.0	97.0
109.0	92.0	174.0	76.0	167.0	82.0	174.0	125.0	205.0	96.0
108.0	103.0	175.0	75.0	166.0	81.0	173.0	30.0	206.0	95.0
104.0	102.0	160.0	74.0	165.0	79.0	106.0	126.0	208.0	78.0
103.0	101.0	159.0	73.0	164.0	80.0	107.0	127.0	207.0	77.0
102.0	169.0	158.0	72.0	188.0	90.0	110.0	128.0	212.0	75.0
169.0	170.0	157.0	71.0	189.0	91.0	111.0	129.0	213.0	76.0
168.0	171.0	119.0	70.0	190.0	92.0	114.0	130.0	216.0	74.0
167.0	172.0	120.0	69.0	191.0	102.0	115.0	21.0	217.0	73.0
166.0	166.0	121.0	68.0	192.0	101.0	117.0	20.0	220.0	72.0
172.0	167.0	118.0	67.0	193.0	169.0	118.0	131.0	221.0	71.0
171.0	168.0	117.0	66.0	186.0	103.0	61.0	132.0	222.0	70.0
170.0	100.0	115.0	65.0	187.0	104.0	62.0	19.0	219.0	69.0
105.0	99.0	116.0	64.0	185.0	105.0	63.0	133.0	218.0	68.0
106.0	98.0	86.0	63.0	184.0	106.0	64.0	18.0	215.0	67.0
173.0	97.0	85.0	62.0	183.0	107.0	65.0	17.0	214.0	66.0
174.0	96.0	84.0	59.0	182.0	174.0	66.0	16.0	211.0	64.0
107.0	95.0	83.0	58.0	181.0	173.0	85.0	271.0	210.0	58.0
110.0	94.0	88.0	57.0	180.0	170.0	84.0	272.0	209.0	57.0
111.0	93.0	87.0	44.0	179.0	171.0	87.0	273.0	252.0	56.0
112.0	80.0	113.0	45.0	176.0	172.0	86.0	274.0	253.0	45.0
88.0	79.0	114.0	56.0	177.0	166.0	116.0	275.0	254.0	44.0
82.0	78.0	111.0	55.0	151.0	167.0	113.0	276.0	255.0	59.0
83.0	77.0	112.0	54.0	178.0	168.0	112.0	277.0	250.0	60.0
84.0	75.0	110.0	53.0	150.0	100.0	88.0	4.0	251.0	43.0
87.0	76.0	108.0	52.0	149.0	99.0	83.0	3.0	230.0	42.0
113.0	74.0	104.0	51.0	148.0	98.0	82.0	279.0	229.0	41.0
114.0	73.0	103.0	50.0	147.0	93.0	81.0	278.0	228.0	40.0
115.0	72.0	102.0	49.0	146.0	94.0	79.0	248.0	227.0	46.0
116.0	71.0	101.0	38.0	145.0	97.0	80.0	249.0	226.0	55.0
117.0	70.0	100.0	37.0	199.0	96.0	90.0	250.0	223.0	54.0
118.0	67.0	99.0	36.0	198.0	95.0	89.0	247.0	224.0	47.0
62.0	69.0	92.0	33.0	197.0	78.0	109.0	244.0	225.0	48.0
61.0	68.0	91.0	32.0	194.0	77.0	108.0	245.0	234.0	53.0
60.0	58.0	90.0	31.0	195.0	76.0	104.0	246.0	235.0	52.0
43.0	57.0	109.0	30.0	196.0	75.0	105.0	251.0	236.0	51.0
42.0	44.0	89.0	126.0	201.0	74.0	170.0	230.0	233.0	50.0
41.0	59.0	82.0	127.0	200.0	73.0	172.0	229.0	232.0	49.0
40.0	62.0	81.0	29.0	202.0	72.0	171.0	209.0	237.0	37.0
120.0	63.0	79.0	28.0	203.0	71.0	166.0	208.0	238.0	38.0
121.0	64.0	80.0	27.0	144.0	70.0	167.0	253.0	231.0	39.0
122.0	65.0	94.0	26.0	143.0	69.0	168.0	252.0	246.0	35.0
123.0	66.0	93.0	22.0	142.0	68.0	169.0	255.0	239.0	36.0
124.0	85.0	98.0	25.0	141.0	67.0	102.0	254.0	240.0	34.0
125.0	86.0	97.0	23.0	140.0	66.0	103.0	256.0	241.0	33.0
30.0	116.0	96.0	24.0	139.0	65.0	91.0	257.0	242.0	32.0
126.0	113.0	95.0	14.0	138.0	64.0	92.0	258.0	243.0	31.0
127.0	87.0	78.0	15.0	137.0	63.0	101.0	259.0	244.0	30.0
128.0	84.0	77.0	13.0	136.0	62.0	100.0	260.0	245.0	125.0
21.0	83.0	75.0	12.0	135.0	59.0	99.0	261.0	247.0	124.0
20.0	88.0	76.0	11.0	134.0	58.0	98.0	262.0	248.0	123.0
131.0	82.0	74.0	10.0	270.0	57.0	93.0	263.0	249.0	122.0
130.0	81.0	73.0	8.0	269.0	56.0	94.0	264.0	256.0	121.0
129.0	89.0	72.0	7.0	268.0	55.0	97.0	265.0	257.0	120.0
154.0	109.0	71.0	9.0	267.0	54.0	96.0	140.0	258.0	119.0
155.0	108.0	66.0	275.0	266.0	53.0	95.0	266.0	259.0	157.0
153.0	110.0	65.0	274.0	265.0	48.0	78.0	267.0	260.0	158.0
156.0	112.0	64.0	273.0	264.0	47.0	77.0	268.0	261.0	151.0
152.0	111.0	67.0	272.0	263.0	46.0	75.0	269.0	262.0	152.0
151.0	114.0	70.0	271.0	262.0	45.0	76.0	270.0	263.0	156.0
178.0	115.0	69.0	16.0	261.0	44.0	74.0	134.0	264.0	153.0
177.0	117.0	68.0	270.0	260.0	43.0	73.0	135.0	265.0	155.0
119.0	118.0	58.0	269.0	259.0	42.0	72.0	136.0	266.0	154.0
157.0	61.0	57.0	135.0	258.0	41.0	71.0	137.0	267.0	129.0
158.0	60.0	44.0	134.0	257.0	40.0	70.0	138.0	268.0	130.0
159.0	43.0	59.0	133.0	254.0	39.0	67.0	139.0	269.0	131.0
160.0	42.0	63.0	17.0	253.0	49.0	69.0	149.0	135.0	132.0
175.0	41.0	62.0	18.0	208.0	52.0	68.0	148.0	136.0	133.0
161.0	40.0	61.0	19.0	207.0	51.0	58.0	141.0	137.0	134.0
162.0	47.0	60.0	132.0	206.0	50.0	57.0	142.0	138.0	135.0
163.0	46.0	43.0	131.0	205.0	37.0	56.0	147.0	140.0	136.0
164.0	45.0	42.0	130.0	204.0	38.0	45.0	146.0	141.0	137.0
165.0	56.0	41.0	20.0	212.0	36.0	44.0	143.0	142.0	138.0
188.0	55.0	40.0	21.0	211.0	35.0	59.0	144.0	143.0	139.0
189.0	54.0	39.0	128.0	210.0	34.0	60.0	145.0	144.0	149.0
190.0	53.0	48.0	129.0	209.0	33.0	43.0	199.0	145.0	148.0
191.0	52.0	47.0	154.0	252.0	32.0	42.0	198.0	146.0	147.0
192.0	51.0	46.0	155.0	255.0	31.0	41.0	197.0	147.0	146.0
194.0	50.0	45.0	153.0	256.0	29.0	40.0	194.0	148.0	143.0
195.0	49.0	56.0	156.0	249.0	28.0	39.0	195.0	139.0	142.0
196.0	48.0	55.0	152.0	250.0	27.0	48.0	196.0	149.0	141.0
201.0	39.0	54.0	151.0	251.0	26.0	47.0	201.0	150.0	140.0
200.0	38.0	53.0	178.0	230.0	22.0	46.0	200.0	179.0	266.0
202.0	37.0	52.0	177.0	229.0	25.0	55.0	202.0	180.0	267.0
203.0	36.0	51.0	176.0	228.0	23.0	54.0	203.0	181.0	268.0
213.0	35.0	50.0	181.0	214.0	24.0	53.0	204.0	176.0	269.0
214.0	34.0	49.0	180.0	213.0	14.0	52.0	205.0	177.0	270.0
215.0	33.0	38.0	179.0	216.0	13.0	51.0	206.0	178.0	17.0
216.0	32.0	37.0	150.0	215.0	12.0	50.0	207.0	151.0	18.0
217.0	31.0	36.0	149.0	218.0	11.0	49.0	210.0	152.0	19.0
218.0	30.0	35.0	148.0	217.0	15.0	38.0	211.0	156.0	20.0
219.0	29.0	34.0	147.0	220.0	16.0	37.0	212.0	153.0	21.0
220.0	28.0	33.0	146.0	221.0	271.0	36.0	213.0	155.0	128.0
221.0	27.0	32.0	145.0	222.0	272.0	35.0	214.0	154.0	127.0
222.0	26.0	31.0	199.0	219.0	273.0	34.0	215.0	129.0	126.0
223.0	22.0	29.0	144.0	223.0	274.0	33.0	216.0	126.0	29.0
224.0	25.0	28.0	143.0	224.0	275.0	32.0	217.0	127.0	28.0
225.0	23.0	27.0	142.0	225.0	9.0	31.0	218.0	128.0	27.0
226.0	24.0	26.0	141.0	226.0	10.0	29.0	219.0	21.0	26.0
227.0	14.0	22.0	140.0	227.0	8.0	28.0	220.0	130.0	22.0
234.0	13.0	25.0	139.0	234.0	7.0	27.0	221.0	131.0	25.0
235.0	12.0	23.0	138.0	235.0	6.0	26.0	222.0	20.0	23.0
236.0	11.0	24.0	137.0	236.0	5.0	22.0	223.0	19.0	24.0
237.0	15.0	14.0	136.0	233.0	4.0	25.0	224.0	132.0	14.0
238.0	16.0	13.0	268.0	232.0	277.0	23.0	225.0	133.0	13.0
239.0	271.0	15.0	267.0	237.0	276.0	24.0	226.0	18.0	15.0
246.0	272.0	16.0	266.0	238.0	260.0	14.0	227.0	17.0	16.0
231.0	273.0	271.0	265.0	231.0	261.0	15.0	228.0	134.0	271.0
232.0	274.0	272.0	264.0	246.0	262.0	13.0	233.0	270.0	272.0
233.0	275.0	273.0	263.0	239.0	259.0	12.0	234.0	16.0	273.0
228.0	276.0	12.0	262.0	240.0	258.0	11.0	235.0	271.0	12.0
229.0	9.0	11.0	261.0	241.0	257.0	10.0	236.0	272.0	11.0
230.0	10.0	10.0	259.0	242.0	254.0	9.0	237.0	273.0	10.0
251.0	8.0	8.0	260.0	243.0	253.0	8.0	232.0	274.0	8.0
250.0	7.0	7.0	276.0	244.0	252.0	7.0	231.0	275.0	7.0
247.0	6.0	9.0	277.0	245.0	255.0	6.0	238.0	276.0	9.0
245.0	5.0	274.0	6.0	247.0	256.0	5.0	239.0	277.0	274.0
240.0	4.0	275.0	5.0	248.0	249.0	4.0	240.0	4.0	275.0
241.0	277.0	276.0	4.0	278.0	248.0	277.0	241.0	278.0	276.0
244.0	278.0	277.0	278.0	279.0	278.0	278.0	243.0	279.0	277.0
243.0	279.0	4.0	279.0	3.0	279.0	279.0	242.0	3.0	4.0
242.0	3.0	6.0	3.0	280.0	3.0	3.0	2.0	280.0	6.0
2.0	280.0	5.0	280.0	2.0	280.0	280.0	280.0	2.0	5.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
