8533.35-0	8415.09-1	8476.77-2	8311.81-3	8054.66-4	7896.25-5	8094.2-6	7818.35-7	8037.5-8	7566.88-9
172.0	212.0	229.0	54.0	126.0	164.0	134.0	6.0	164.0	193.0
173.0	224.0	228.0	56.0	29.0	188.0	269.0	5.0	171.0	184.0
112.0	225.0	249.0	57.0	37.0	140.0	264.0	7.0	166.0	185.0
113.0	229.0	259.0	52.0	35.0	120.0	268.0	8.0	184.0	190.0
82.0	218.0	263.0	51.0	41.0	40.0	263.0	4.0	146.0	163.0
77.0	210.0	266.0	53.0	47.0	122.0	254.0	278.0	148.0	165.0
75.0	253.0	269.0	60.0	46.0	176.0	147.0	261.0	150.0	107.0
88.0	263.0	271.0	120.0	44.0	179.0	150.0	234.0	123.0	105.0
71.0	254.0	138.0	61.0	43.0	141.0	191.0	228.0	29.0	92.0
63.0	257.0	148.0	64.0	59.0	265.0	166.0	149.0	27.0	177.0
44.0	208.0	153.0	66.0	39.0	266.0	170.0	157.0	20.0	178.0
153.0	256.0	132.0	65.0	36.0	145.0	172.0	153.0	18.0	151.0
123.0	250.0	128.0	63.0	30.0	147.0	103.0	120.0	131.0	110.0
125.0	271.0	154.0	84.0	33.0	143.0	104.0	79.0	136.0	90.0
124.0	10.0	135.0	71.0	125.0	202.0	167.0	81.0	269.0	83.0
129.0	12.0	133.0	70.0	27.0	194.0	168.0	92.0	268.0	65.0
27.0	9.0	134.0	58.0	20.0	181.0	171.0	99.0	267.0	62.0
32.0	7.0	268.0	45.0	21.0	183.0	160.0	168.0	141.0	86.0
29.0	13.0	194.0	47.0	131.0	163.0	175.0	103.0	135.0	54.0
30.0	26.0	195.0	40.0	119.0	158.0	90.0	110.0	25.0	53.0
31.0	19.0	163.0	19.0	175.0	159.0	102.0	87.0	22.0	50.0
121.0	22.0	179.0	29.0	167.0	180.0	101.0	118.0	130.0	52.0
65.0	126.0	150.0	127.0	101.0	161.0	99.0	61.0	125.0	38.0
72.0	51.0	7.0	158.0	100.0	175.0	94.0	60.0	43.0	48.0
68.0	31.0	8.0	114.0	92.0	150.0	93.0	62.0	87.0	34.0
54.0	28.0	25.0	117.0	104.0	212.0	98.0	86.0	109.0	33.0
48.0	18.0	14.0	110.0	90.0	216.0	77.0	73.0	97.0	31.0
55.0	17.0	278.0	172.0	95.0	220.0	81.0	74.0	98.0	57.0
50.0	14.0	261.0	102.0	89.0	223.0	92.0	85.0	92.0	45.0
49.0	273.0	260.0	112.0	82.0	226.0	173.0	116.0	112.0	47.0
51.0	277.0	274.0	87.0	73.0	230.0	161.0	113.0	113.0	49.0
52.0	259.0	272.0	115.0	115.0	251.0	165.0	114.0	86.0	37.0
53.0	258.0	18.0	124.0	86.0	250.0	164.0	112.0	116.0	35.0
57.0	260.0	16.0	126.0	63.0	209.0	106.0	75.0	74.0	36.0
43.0	213.0	22.0	30.0	116.0	247.0	107.0	78.0	83.0	40.0
115.0	227.0	26.0	131.0	112.0	241.0	163.0	72.0	65.0	39.0
161.0	216.0	30.0	14.0	113.0	240.0	109.0	66.0	67.0	46.0
107.0	211.0	57.0	12.0	87.0	232.0	95.0	84.0	68.0	44.0
76.0	209.0	31.0	10.0	66.0	236.0	97.0	58.0	111.0	116.0
85.0	179.0	123.0	276.0	65.0	246.0	83.0	57.0	82.0	112.0
56.0	197.0	12.0	253.0	72.0	225.0	84.0	34.0	70.0	78.0
47.0	183.0	11.0	206.0	74.0	222.0	178.0	35.0	69.0	77.0
61.0	123.0	9.0	263.0	79.0	221.0	156.0	50.0	73.0	89.0
62.0	122.0	15.0	155.0	75.0	214.0	131.0	41.0	71.0	97.0
86.0	131.0	17.0	132.0	76.0	213.0	128.0	47.0	46.0	96.0
92.0	130.0	29.0	31.0	80.0	219.0	21.0	45.0	57.0	94.0
99.0	21.0	127.0	34.0	168.0	218.0	140.0	44.0	59.0	75.0
100.0	129.0	136.0	41.0	102.0	217.0	142.0	49.0	63.0	76.0
166.0	36.0	265.0	46.0	166.0	195.0	141.0	54.0	66.0	81.0
90.0	35.0	257.0	42.0	165.0	196.0	203.0	129.0	56.0	91.0
73.0	34.0	277.0	36.0	185.0	200.0	210.0	24.0	40.0	109.0
84.0	112.0	4.0	27.0	193.0	199.0	214.0	23.0	51.0	108.0
111.0	90.0	275.0	28.0	195.0	201.0	212.0	271.0	129.0	106.0
160.0	108.0	267.0	32.0	192.0	197.0	208.0	131.0	21.0	103.0
159.0	174.0	140.0	123.0	196.0	184.0	253.0	26.0	14.0	98.0
199.0	175.0	149.0	43.0	203.0	116.0	231.0	14.0	12.0	99.0
215.0	181.0	183.0	55.0	146.0	63.0	240.0	11.0	15.0	95.0
216.0	160.0	182.0	69.0	144.0	157.0	236.0	13.0	272.0	80.0
206.0	159.0	114.0	68.0	201.0	126.0	216.0	12.0	271.0	101.0
138.0	157.0	69.0	67.0	194.0	29.0	215.0	9.0	24.0	167.0
148.0	147.0	70.0	73.0	202.0	27.0	230.0	10.0	19.0	168.0
146.0	146.0	72.0	72.0	197.0	26.0	232.0	276.0	128.0	166.0
204.0	142.0	85.0	74.0	198.0	21.0	237.0	275.0	137.0	145.0
213.0	203.0	84.0	88.0	176.0	31.0	251.0	274.0	149.0	143.0
219.0	196.0	76.0	80.0	141.0	24.0	250.0	15.0	145.0	273.0
222.0	200.0	73.0	93.0	140.0	9.0	243.0	25.0	144.0	261.0
225.0	140.0	96.0	96.0	139.0	264.0	2.0	22.0	198.0	272.0
223.0	266.0	98.0	95.0	199.0	257.0	259.0	27.0	199.0	133.0
221.0	137.0	97.0	94.0	142.0	206.0	261.0	29.0	266.0	122.0
211.0	150.0	169.0	97.0	143.0	142.0	258.0	36.0	138.0	130.0
212.0	145.0	111.0	89.0	212.0	146.0	260.0	38.0	270.0	19.0
251.0	148.0	66.0	107.0	208.0	144.0	275.0	39.0	155.0	22.0
229.0	144.0	116.0	162.0	210.0	203.0	274.0	125.0	200.0	26.0
235.0	182.0	65.0	163.0	245.0	139.0	13.0	32.0	167.0	24.0
228.0	184.0	71.0	113.0	226.0	135.0	14.0	28.0	101.0	16.0
226.0	161.0	67.0	83.0	228.0	136.0	12.0	127.0	190.0	271.0
238.0	169.0	74.0	98.0	211.0	133.0	272.0	155.0	191.0	134.0
239.0	168.0	75.0	100.0	209.0	19.0	213.0	124.0	185.0	269.0
246.0	101.0	102.0	168.0	216.0	23.0	202.0	37.0	186.0	131.0
240.0	98.0	170.0	105.0	227.0	132.0	211.0	56.0	162.0	270.0
244.0	93.0	191.0	170.0	236.0	18.0	205.0	46.0	173.0	18.0
2.0	87.0	188.0	169.0	246.0	137.0	219.0	43.0	90.0	17.0
278.0	113.0	167.0	171.0	231.0	269.0	222.0	117.0	76.0	25.0
242.0	116.0	173.0	180.0	230.0	272.0	221.0	100.0	93.0	32.0
231.0	60.0	110.0	181.0	251.0	134.0	207.0	101.0	94.0	29.0
247.0	120.0	120.0	167.0	232.0	268.0	217.0	91.0	95.0	127.0
243.0	121.0	124.0	101.0	237.0	148.0	201.0	94.0	77.0	119.0
236.0	139.0	41.0	103.0	234.0	138.0	197.0	93.0	78.0	180.0
237.0	149.0	48.0	90.0	250.0	28.0	177.0	90.0	102.0	176.0
233.0	138.0	63.0	76.0	207.0	30.0	62.0	77.0	172.0	182.0
224.0	124.0	112.0	116.0	204.0	33.0	116.0	109.0	170.0	159.0
234.0	43.0	186.0	62.0	205.0	34.0	111.0	102.0	104.0	113.0
220.0	44.0	165.0	85.0	206.0	83.0	88.0	166.0	79.0	87.0
205.0	59.0	189.0	86.0	147.0	112.0	110.0	163.0	91.0	84.0
210.0	58.0	190.0	59.0	200.0	105.0	108.0	165.0	103.0	111.0
249.0	54.0	193.0	125.0	145.0	98.0	91.0	172.0	108.0	117.0
256.0	61.0	192.0	33.0	184.0	96.0	114.0	167.0	115.0	100.0
267.0	41.0	187.0	38.0	163.0	94.0	86.0	98.0	165.0	171.0
17.0	37.0	166.0	35.0	171.0	93.0	71.0	97.0	188.0	115.0
18.0	52.0	93.0	37.0	183.0	90.0	67.0	96.0	182.0	118.0
34.0	47.0	101.0	50.0	179.0	114.0	73.0	95.0	154.0	124.0
33.0	46.0	107.0	39.0	136.0	113.0	72.0	82.0	26.0	30.0
83.0	40.0	80.0	178.0	267.0	118.0	74.0	63.0	32.0	28.0
108.0	118.0	78.0	135.0	134.0	72.0	82.0	55.0	30.0	27.0
79.0	117.0	77.0	136.0	26.0	68.0	105.0	48.0	31.0	129.0
74.0	62.0	79.0	270.0	28.0	57.0	169.0	53.0	33.0	137.0
93.0	65.0	168.0	139.0	25.0	43.0	100.0	52.0	126.0	268.0
80.0	76.0	171.0	269.0	7.0	125.0	89.0	51.0	124.0	135.0
87.0	77.0	83.0	16.0	8.0	38.0	60.0	40.0	127.0	146.0
64.0	80.0	86.0	265.0	249.0	39.0	61.0	42.0	28.0	148.0
66.0	88.0	115.0	266.0	238.0	50.0	154.0	65.0	34.0	140.0
46.0	66.0	106.0	264.0	244.0	51.0	129.0	71.0	35.0	139.0
59.0	68.0	105.0	272.0	241.0	52.0	266.0	88.0	37.0	149.0
114.0	67.0	90.0	257.0	239.0	48.0	267.0	105.0	50.0	150.0
174.0	69.0	91.0	251.0	248.0	47.0	136.0	106.0	55.0	141.0
162.0	53.0	60.0	229.0	247.0	60.0	138.0	107.0	54.0	147.0
175.0	48.0	62.0	224.0	240.0	61.0	148.0	108.0	48.0	142.0
117.0	49.0	118.0	213.0	243.0	130.0	143.0	111.0	49.0	204.0
67.0	42.0	176.0	230.0	3.0	20.0	144.0	160.0	38.0	158.0
35.0	50.0	155.0	239.0	2.0	131.0	200.0	173.0	44.0	175.0
41.0	55.0	130.0	240.0	4.0	127.0	139.0	182.0	61.0	120.0
42.0	56.0	19.0	238.0	277.0	128.0	135.0	158.0	60.0	123.0
39.0	38.0	28.0	236.0	261.0	154.0	271.0	128.0	45.0	121.0
40.0	39.0	125.0	218.0	273.0	121.0	15.0	30.0	47.0	154.0
45.0	127.0	37.0	215.0	274.0	66.0	11.0	122.0	36.0	132.0
58.0	269.0	39.0	226.0	272.0	58.0	8.0	119.0	41.0	20.0
38.0	272.0	51.0	234.0	262.0	62.0	9.0	151.0	39.0	126.0
37.0	264.0	53.0	235.0	259.0	117.0	132.0	156.0	42.0	21.0
36.0	267.0	38.0	228.0	257.0	108.0	18.0	21.0	58.0	43.0
126.0	136.0	40.0	225.0	256.0	65.0	20.0	132.0	64.0	42.0
20.0	153.0	42.0	223.0	138.0	85.0	28.0	20.0	75.0	68.0
154.0	155.0	46.0	217.0	135.0	73.0	29.0	130.0	72.0	59.0
120.0	33.0	56.0	146.0	253.0	74.0	33.0	126.0	84.0	58.0
268.0	30.0	43.0	198.0	229.0	91.0	38.0	33.0	88.0	114.0
264.0	154.0	35.0	144.0	233.0	95.0	47.0	31.0	106.0	73.0
157.0	125.0	33.0	200.0	235.0	75.0	48.0	268.0	183.0	71.0
158.0	152.0	32.0	209.0	225.0	89.0	39.0	269.0	180.0	66.0
118.0	156.0	156.0	214.0	223.0	87.0	37.0	137.0	151.0	72.0
116.0	151.0	152.0	138.0	219.0	82.0	55.0	134.0	156.0	63.0
81.0	158.0	121.0	137.0	214.0	76.0	50.0	267.0	193.0	61.0
89.0	115.0	159.0	267.0	224.0	81.0	49.0	136.0	119.0	157.0
109.0	64.0	158.0	156.0	215.0	80.0	52.0	270.0	181.0	160.0
110.0	119.0	157.0	121.0	222.0	100.0	53.0	138.0	197.0	162.0
106.0	29.0	143.0	154.0	221.0	101.0	51.0	148.0	196.0	164.0
171.0	27.0	145.0	183.0	220.0	99.0	70.0	264.0	202.0	170.0
168.0	32.0	144.0	165.0	217.0	92.0	56.0	254.0	187.0	169.0
167.0	177.0	211.0	166.0	218.0	171.0	68.0	209.0	174.0	93.0
163.0	186.0	217.0	185.0	213.0	168.0	64.0	142.0	118.0	102.0
165.0	171.0	197.0	179.0	265.0	169.0	58.0	145.0	62.0	79.0
164.0	103.0	201.0	182.0	268.0	167.0	42.0	177.0	53.0	74.0
179.0	102.0	147.0	177.0	266.0	173.0	59.0	89.0	52.0	70.0
181.0	172.0	141.0	151.0	19.0	174.0	44.0	64.0	85.0	69.0
176.0	99.0	208.0	176.0	23.0	64.0	118.0	67.0	117.0	67.0
178.0	82.0	206.0	150.0	24.0	55.0	57.0	68.0	153.0	56.0
147.0	86.0	253.0	147.0	32.0	54.0	117.0	69.0	120.0	55.0
266.0	63.0	252.0	194.0	34.0	56.0	115.0	70.0	134.0	51.0
183.0	114.0	258.0	149.0	61.0	44.0	113.0	76.0	23.0	125.0
184.0	74.0	142.0	145.0	60.0	42.0	85.0	80.0	273.0	155.0
170.0	75.0	146.0	197.0	57.0	41.0	66.0	83.0	8.0	15.0
105.0	78.0	151.0	143.0	45.0	177.0	63.0	115.0	10.0	274.0
104.0	109.0	177.0	220.0	71.0	102.0	65.0	104.0	11.0	229.0
97.0	89.0	181.0	201.0	68.0	77.0	78.0	169.0	9.0	251.0
96.0	107.0	180.0	196.0	54.0	97.0	76.0	188.0	276.0	250.0
78.0	85.0	175.0	195.0	51.0	78.0	75.0	185.0	7.0	239.0
70.0	45.0	172.0	205.0	52.0	79.0	96.0	184.0	5.0	244.0
69.0	57.0	160.0	208.0	50.0	170.0	80.0	183.0	4.0	245.0
103.0	70.0	161.0	255.0	22.0	172.0	79.0	198.0	279.0	231.0
91.0	71.0	174.0	271.0	129.0	103.0	112.0	203.0	280.0	236.0
98.0	73.0	162.0	18.0	152.0	104.0	87.0	200.0	3.0	235.0
102.0	84.0	184.0	130.0	121.0	107.0	69.0	197.0	249.0	234.0
95.0	96.0	185.0	129.0	64.0	106.0	54.0	192.0	211.0	208.0
94.0	97.0	164.0	128.0	56.0	111.0	41.0	193.0	205.0	206.0
101.0	170.0	103.0	21.0	69.0	109.0	34.0	186.0	204.0	264.0
169.0	106.0	100.0	26.0	85.0	110.0	32.0	162.0	216.0	263.0
187.0	110.0	99.0	22.0	84.0	71.0	31.0	161.0	213.0	267.0
189.0	92.0	92.0	24.0	88.0	70.0	126.0	150.0	203.0	266.0
119.0	166.0	95.0	23.0	111.0	69.0	130.0	178.0	143.0	265.0
151.0	165.0	94.0	25.0	91.0	67.0	30.0	152.0	140.0	138.0
182.0	163.0	81.0	17.0	81.0	59.0	181.0	154.0	142.0	152.0
191.0	176.0	117.0	133.0	110.0	45.0	176.0	123.0	194.0	156.0
190.0	178.0	64.0	20.0	107.0	46.0	194.0	121.0	201.0	153.0
186.0	191.0	58.0	122.0	114.0	49.0	193.0	59.0	195.0	128.0
218.0	202.0	44.0	118.0	78.0	53.0	186.0	175.0	192.0	23.0
227.0	143.0	49.0	108.0	77.0	86.0	187.0	176.0	189.0	14.0
248.0	201.0	52.0	106.0	94.0	84.0	184.0	199.0	169.0	12.0
276.0	198.0	50.0	159.0	96.0	88.0	159.0	201.0	100.0	8.0
7.0	180.0	54.0	161.0	97.0	115.0	174.0	202.0	105.0	11.0
6.0	187.0	68.0	175.0	98.0	123.0	162.0	216.0	114.0	13.0
5.0	189.0	59.0	160.0	169.0	119.0	183.0	212.0	158.0	10.0
277.0	162.0	45.0	109.0	103.0	124.0	192.0	226.0	159.0	7.0
271.0	173.0	47.0	111.0	186.0	35.0	199.0	258.0	160.0	9.0
16.0	111.0	55.0	157.0	191.0	37.0	145.0	263.0	175.0	276.0
259.0	72.0	113.0	119.0	181.0	36.0	180.0	262.0	161.0	275.0
253.0	95.0	87.0	152.0	105.0	32.0	182.0	17.0	107.0	259.0
263.0	94.0	89.0	189.0	170.0	22.0	196.0	133.0	110.0	257.0
257.0	79.0	82.0	192.0	99.0	129.0	198.0	266.0	80.0	252.0
255.0	83.0	88.0	190.0	117.0	152.0	195.0	140.0	81.0	255.0
252.0	81.0	109.0	203.0	158.0	160.0	179.0	265.0	89.0	230.0
214.0	91.0	108.0	199.0	106.0	165.0	120.0	220.0	96.0	226.0
232.0	104.0	104.0	202.0	162.0	166.0	158.0	219.0	99.0	225.0
230.0	105.0	61.0	207.0	172.0	187.0	149.0	225.0	168.0	222.0
250.0	100.0	119.0	250.0	173.0	192.0	209.0	237.0	176.0	217.0
279.0	167.0	122.0	247.0	108.0	193.0	229.0	252.0	157.0	221.0
4.0	164.0	129.0	210.0	109.0	204.0	226.0	253.0	121.0	203.0
272.0	190.0	126.0	211.0	83.0	224.0	228.0	208.0	122.0	214.0
261.0	195.0	36.0	219.0	118.0	215.0	233.0	255.0	132.0	212.0
10.0	217.0	34.0	222.0	157.0	237.0	227.0	249.0	133.0	228.0
8.0	214.0	27.0	221.0	123.0	238.0	225.0	2.0	17.0	227.0
14.0	207.0	21.0	188.0	124.0	245.0	224.0	3.0	16.0	210.0
25.0	228.0	131.0	164.0	154.0	239.0	218.0	279.0	241.0	262.0
22.0	230.0	20.0	187.0	133.0	231.0	220.0	246.0	239.0	279.0
127.0	231.0	13.0	186.0	17.0	228.0	223.0	245.0	243.0	241.0
23.0	236.0	24.0	191.0	13.0	233.0	277.0	251.0	245.0	243.0
15.0	235.0	23.0	193.0	242.0	227.0	10.0	250.0	256.0	278.0
13.0	245.0	10.0	184.0	280.0	234.0	276.0	242.0	230.0	248.0
26.0	252.0	273.0	174.0	279.0	235.0	273.0	280.0	233.0	260.0
24.0	251.0	264.0	173.0	276.0	229.0	270.0	248.0	236.0	256.0
270.0	247.0	137.0	92.0	12.0	211.0	16.0	141.0	240.0	209.0
134.0	255.0	178.0	91.0	15.0	255.0	23.0	205.0	250.0	253.0
21.0	226.0	270.0	99.0	275.0	208.0	22.0	207.0	232.0	254.0
19.0	221.0	276.0	75.0	9.0	262.0	25.0	210.0	235.0	258.0
130.0	194.0	5.0	82.0	16.0	256.0	24.0	211.0	231.0	5.0
128.0	192.0	6.0	79.0	271.0	260.0	26.0	229.0	237.0	277.0
28.0	193.0	280.0	78.0	278.0	254.0	27.0	230.0	246.0	4.0
273.0	185.0	238.0	77.0	260.0	253.0	123.0	239.0	248.0	2.0
9.0	188.0	237.0	81.0	10.0	249.0	155.0	232.0	277.0	280.0
11.0	199.0	232.0	104.0	11.0	243.0	153.0	235.0	247.0	3.0
275.0	141.0	241.0	140.0	14.0	242.0	19.0	233.0	251.0	242.0
274.0	262.0	244.0	254.0	269.0	244.0	17.0	236.0	228.0	246.0
12.0	275.0	243.0	249.0	258.0	248.0	6.0	240.0	224.0	247.0
280.0	6.0	2.0	248.0	255.0	280.0	7.0	238.0	238.0	249.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
