2602.63-0	2696.52-1	2619.99-2	2626.67-3	2642.5-4	2642.39-5	2681.9-6	2655.36-7	2682.82-8	2609.6-9
271.0	214.0	207.0	131.0	182.0	249.0	54.0	205.0	64.0	205.0
272.0	211.0	206.0	20.0	183.0	248.0	55.0	204.0	63.0	204.0
273.0	212.0	205.0	19.0	184.0	244.0	56.0	203.0	62.0	203.0
274.0	205.0	204.0	18.0	185.0	243.0	57.0	202.0	59.0	202.0
275.0	206.0	203.0	17.0	186.0	242.0	58.0	200.0	44.0	201.0
276.0	208.0	202.0	16.0	187.0	241.0	64.0	201.0	45.0	200.0
277.0	207.0	201.0	271.0	164.0	240.0	63.0	196.0	46.0	144.0
4.0	210.0	196.0	272.0	163.0	239.0	62.0	195.0	47.0	143.0
5.0	209.0	195.0	273.0	162.0	238.0	61.0	194.0	48.0	142.0
6.0	252.0	194.0	274.0	161.0	237.0	118.0	192.0	49.0	141.0
7.0	253.0	197.0	275.0	175.0	236.0	117.0	191.0	50.0	140.0
9.0	254.0	198.0	276.0	160.0	235.0	116.0	193.0	51.0	139.0
8.0	255.0	199.0	277.0	159.0	234.0	115.0	197.0	52.0	149.0
10.0	256.0	200.0	4.0	158.0	233.0	114.0	198.0	53.0	148.0
11.0	257.0	144.0	5.0	157.0	232.0	113.0	199.0	54.0	147.0
12.0	258.0	145.0	6.0	119.0	231.0	87.0	145.0	55.0	146.0
15.0	259.0	146.0	7.0	120.0	246.0	84.0	144.0	56.0	145.0
13.0	262.0	143.0	8.0	152.0	245.0	85.0	143.0	57.0	199.0
14.0	261.0	142.0	9.0	156.0	247.0	86.0	146.0	58.0	198.0
24.0	260.0	147.0	10.0	153.0	250.0	65.0	147.0	68.0	197.0
23.0	276.0	148.0	11.0	155.0	251.0	66.0	142.0	69.0	196.0
25.0	275.0	141.0	12.0	154.0	230.0	67.0	141.0	67.0	195.0
22.0	274.0	140.0	15.0	121.0	229.0	68.0	148.0	70.0	194.0
26.0	273.0	139.0	13.0	122.0	228.0	69.0	149.0	71.0	193.0
27.0	272.0	149.0	14.0	123.0	227.0	70.0	139.0	72.0	192.0
28.0	271.0	150.0	24.0	124.0	226.0	71.0	140.0	73.0	191.0
29.0	16.0	179.0	23.0	125.0	225.0	72.0	138.0	74.0	190.0
31.0	17.0	180.0	25.0	126.0	224.0	73.0	137.0	76.0	189.0
32.0	18.0	181.0	22.0	127.0	223.0	74.0	136.0	75.0	188.0
33.0	133.0	182.0	26.0	128.0	222.0	75.0	135.0	77.0	187.0
34.0	132.0	183.0	27.0	129.0	221.0	76.0	134.0	78.0	186.0
35.0	19.0	184.0	28.0	130.0	220.0	77.0	270.0	79.0	185.0
36.0	20.0	185.0	29.0	21.0	219.0	78.0	269.0	80.0	184.0
37.0	131.0	187.0	31.0	20.0	218.0	79.0	268.0	93.0	183.0
38.0	130.0	186.0	32.0	19.0	217.0	80.0	267.0	94.0	182.0
49.0	129.0	193.0	33.0	131.0	216.0	81.0	266.0	95.0	181.0
50.0	21.0	192.0	34.0	132.0	215.0	82.0	265.0	96.0	180.0
51.0	128.0	191.0	35.0	133.0	214.0	83.0	264.0	97.0	179.0
52.0	127.0	190.0	36.0	18.0	213.0	88.0	263.0	98.0	150.0
53.0	126.0	189.0	37.0	17.0	212.0	112.0	262.0	99.0	178.0
54.0	154.0	188.0	38.0	16.0	211.0	111.0	261.0	100.0	176.0
55.0	155.0	165.0	39.0	271.0	210.0	110.0	260.0	101.0	177.0
56.0	153.0	164.0	40.0	272.0	209.0	108.0	259.0	92.0	151.0
57.0	156.0	163.0	41.0	273.0	252.0	109.0	258.0	91.0	152.0
58.0	152.0	162.0	42.0	274.0	255.0	89.0	257.0	90.0	156.0
59.0	151.0	161.0	43.0	275.0	254.0	90.0	254.0	109.0	153.0
44.0	178.0	175.0	60.0	276.0	253.0	91.0	253.0	89.0	155.0
45.0	177.0	174.0	61.0	277.0	208.0	92.0	252.0	81.0	154.0
46.0	176.0	173.0	118.0	4.0	207.0	93.0	255.0	82.0	129.0
47.0	181.0	107.0	117.0	5.0	206.0	94.0	256.0	83.0	128.0
48.0	180.0	106.0	115.0	6.0	205.0	95.0	249.0	84.0	127.0
39.0	179.0	105.0	114.0	7.0	204.0	96.0	248.0	87.0	126.0
40.0	150.0	104.0	113.0	9.0	203.0	97.0	278.0	88.0	30.0
41.0	149.0	108.0	87.0	8.0	202.0	98.0	277.0	112.0	125.0
42.0	148.0	109.0	84.0	10.0	201.0	99.0	276.0	113.0	124.0
43.0	139.0	110.0	85.0	11.0	196.0	100.0	275.0	114.0	123.0
60.0	138.0	111.0	86.0	12.0	195.0	168.0	274.0	111.0	122.0
61.0	266.0	112.0	116.0	13.0	194.0	167.0	273.0	110.0	121.0
118.0	267.0	88.0	62.0	15.0	192.0	166.0	272.0	108.0	120.0
117.0	137.0	87.0	63.0	14.0	191.0	172.0	271.0	107.0	119.0
115.0	136.0	113.0	59.0	24.0	193.0	171.0	16.0	174.0	157.0
114.0	135.0	114.0	44.0	23.0	197.0	170.0	17.0	173.0	158.0
113.0	134.0	115.0	45.0	25.0	198.0	169.0	18.0	106.0	159.0
87.0	270.0	117.0	46.0	22.0	199.0	101.0	133.0	105.0	160.0
84.0	269.0	116.0	47.0	26.0	200.0	102.0	132.0	104.0	175.0
85.0	268.0	86.0	48.0	27.0	145.0	103.0	19.0	103.0	161.0
86.0	263.0	85.0	49.0	28.0	144.0	104.0	20.0	102.0	162.0
116.0	264.0	84.0	50.0	29.0	143.0	105.0	21.0	169.0	163.0
62.0	265.0	83.0	51.0	30.0	146.0	106.0	131.0	170.0	164.0
63.0	140.0	82.0	52.0	31.0	147.0	107.0	130.0	171.0	165.0
64.0	141.0	81.0	53.0	32.0	142.0	173.0	129.0	172.0	166.0
65.0	142.0	89.0	54.0	33.0	141.0	174.0	128.0	168.0	167.0
66.0	147.0	90.0	55.0	34.0	148.0	175.0	127.0	167.0	168.0
67.0	146.0	91.0	56.0	35.0	149.0	161.0	126.0	166.0	169.0
68.0	143.0	92.0	57.0	36.0	150.0	162.0	30.0	165.0	170.0
69.0	204.0	103.0	58.0	37.0	179.0	163.0	125.0	164.0	171.0
70.0	203.0	102.0	64.0	38.0	180.0	164.0	124.0	163.0	172.0
71.0	202.0	101.0	65.0	39.0	182.0	165.0	123.0	162.0	173.0
72.0	200.0	169.0	66.0	40.0	181.0	188.0	122.0	161.0	174.0
73.0	144.0	170.0	67.0	47.0	176.0	189.0	121.0	175.0	107.0
74.0	145.0	171.0	68.0	48.0	177.0	190.0	154.0	160.0	106.0
75.0	199.0	172.0	69.0	49.0	178.0	191.0	155.0	159.0	105.0
76.0	198.0	166.0	70.0	50.0	151.0	192.0	153.0	158.0	104.0
77.0	201.0	167.0	71.0	51.0	152.0	193.0	156.0	157.0	103.0
78.0	196.0	168.0	72.0	52.0	156.0	186.0	152.0	119.0	102.0
79.0	195.0	100.0	73.0	53.0	153.0	187.0	120.0	120.0	101.0
80.0	194.0	99.0	74.0	54.0	155.0	185.0	119.0	121.0	100.0
81.0	197.0	98.0	75.0	55.0	154.0	184.0	157.0	122.0	99.0
82.0	193.0	97.0	76.0	56.0	129.0	183.0	158.0	123.0	98.0
83.0	192.0	96.0	77.0	57.0	128.0	182.0	159.0	124.0	97.0
88.0	191.0	95.0	78.0	58.0	127.0	181.0	160.0	125.0	96.0
112.0	190.0	94.0	95.0	59.0	126.0	180.0	176.0	126.0	95.0
111.0	189.0	93.0	96.0	44.0	30.0	179.0	177.0	127.0	94.0
110.0	188.0	80.0	97.0	45.0	125.0	150.0	151.0	128.0	93.0
107.0	186.0	79.0	94.0	46.0	124.0	178.0	178.0	129.0	92.0
174.0	187.0	78.0	93.0	41.0	123.0	151.0	150.0	130.0	91.0
173.0	185.0	77.0	98.0	42.0	122.0	177.0	179.0	21.0	90.0
106.0	184.0	76.0	99.0	43.0	121.0	176.0	180.0	20.0	89.0
105.0	183.0	75.0	100.0	60.0	120.0	160.0	181.0	131.0	109.0
103.0	182.0	74.0	168.0	61.0	119.0	159.0	182.0	132.0	108.0
104.0	162.0	73.0	167.0	118.0	157.0	158.0	183.0	19.0	110.0
108.0	163.0	72.0	166.0	62.0	158.0	157.0	184.0	18.0	111.0
109.0	164.0	71.0	171.0	63.0	159.0	119.0	185.0	17.0	114.0
89.0	165.0	70.0	172.0	64.0	160.0	120.0	187.0	133.0	115.0
90.0	166.0	69.0	170.0	65.0	175.0	152.0	186.0	134.0	117.0
91.0	167.0	68.0	169.0	66.0	161.0	156.0	190.0	270.0	118.0
92.0	168.0	67.0	101.0	67.0	162.0	153.0	189.0	269.0	61.0
93.0	172.0	66.0	102.0	68.0	163.0	155.0	188.0	135.0	62.0
94.0	171.0	65.0	103.0	69.0	183.0	154.0	165.0	136.0	63.0
95.0	170.0	64.0	92.0	70.0	184.0	121.0	164.0	268.0	64.0
96.0	169.0	58.0	91.0	71.0	185.0	122.0	163.0	263.0	66.0
97.0	101.0	57.0	90.0	72.0	187.0	123.0	162.0	264.0	65.0
98.0	100.0	56.0	109.0	73.0	186.0	124.0	161.0	265.0	85.0
99.0	99.0	55.0	89.0	74.0	190.0	125.0	175.0	266.0	84.0
100.0	98.0	54.0	80.0	75.0	189.0	126.0	174.0	267.0	87.0
101.0	93.0	53.0	79.0	76.0	188.0	127.0	173.0	137.0	86.0
102.0	94.0	52.0	81.0	77.0	164.0	128.0	107.0	138.0	116.0
169.0	97.0	51.0	82.0	78.0	165.0	129.0	106.0	139.0	113.0
170.0	96.0	50.0	83.0	95.0	166.0	130.0	105.0	140.0	112.0
172.0	95.0	49.0	88.0	96.0	167.0	21.0	104.0	141.0	88.0
171.0	78.0	48.0	112.0	97.0	168.0	20.0	103.0	142.0	83.0
168.0	77.0	47.0	111.0	94.0	169.0	131.0	102.0	143.0	82.0
167.0	75.0	46.0	110.0	80.0	170.0	132.0	101.0	146.0	81.0
166.0	76.0	45.0	108.0	79.0	171.0	19.0	169.0	147.0	80.0
165.0	74.0	44.0	104.0	81.0	172.0	18.0	170.0	148.0	79.0
164.0	73.0	59.0	105.0	82.0	173.0	17.0	172.0	149.0	78.0
163.0	72.0	63.0	107.0	83.0	174.0	133.0	171.0	150.0	77.0
162.0	71.0	62.0	106.0	88.0	107.0	134.0	166.0	154.0	75.0
161.0	70.0	118.0	173.0	112.0	106.0	135.0	167.0	155.0	76.0
175.0	69.0	61.0	174.0	113.0	105.0	136.0	168.0	153.0	74.0
160.0	68.0	60.0	162.0	87.0	104.0	137.0	100.0	156.0	73.0
159.0	67.0	43.0	161.0	84.0	108.0	138.0	99.0	152.0	72.0
158.0	66.0	42.0	175.0	85.0	110.0	139.0	98.0	151.0	71.0
157.0	85.0	41.0	160.0	86.0	109.0	149.0	97.0	178.0	70.0
119.0	86.0	40.0	159.0	116.0	89.0	148.0	96.0	177.0	67.0
120.0	65.0	39.0	158.0	117.0	81.0	140.0	95.0	176.0	69.0
121.0	64.0	38.0	157.0	115.0	79.0	141.0	94.0	179.0	68.0
122.0	63.0	37.0	119.0	114.0	80.0	142.0	93.0	180.0	58.0
123.0	62.0	36.0	120.0	111.0	90.0	147.0	92.0	181.0	57.0
124.0	59.0	35.0	121.0	110.0	91.0	146.0	91.0	182.0	44.0
125.0	58.0	34.0	122.0	108.0	92.0	143.0	90.0	183.0	59.0
30.0	57.0	33.0	123.0	109.0	103.0	144.0	89.0	184.0	60.0
126.0	44.0	32.0	124.0	89.0	102.0	145.0	109.0	185.0	43.0
127.0	45.0	31.0	125.0	90.0	101.0	199.0	108.0	186.0	42.0
128.0	56.0	30.0	30.0	91.0	100.0	198.0	110.0	187.0	41.0
129.0	55.0	125.0	126.0	92.0	99.0	197.0	111.0	188.0	40.0
154.0	46.0	124.0	127.0	93.0	98.0	194.0	114.0	189.0	39.0
155.0	47.0	123.0	128.0	98.0	93.0	195.0	113.0	190.0	38.0
153.0	54.0	122.0	21.0	99.0	94.0	196.0	112.0	191.0	49.0
156.0	53.0	121.0	130.0	100.0	97.0	201.0	88.0	192.0	48.0
152.0	52.0	120.0	129.0	101.0	96.0	200.0	87.0	193.0	47.0
151.0	51.0	119.0	154.0	102.0	95.0	202.0	86.0	197.0	46.0
177.0	50.0	157.0	155.0	103.0	78.0	203.0	116.0	194.0	45.0
178.0	49.0	158.0	153.0	104.0	77.0	204.0	115.0	195.0	56.0
150.0	48.0	159.0	156.0	105.0	76.0	205.0	117.0	196.0	55.0
179.0	38.0	160.0	152.0	106.0	75.0	206.0	118.0	201.0	54.0
180.0	37.0	176.0	151.0	107.0	74.0	208.0	61.0	198.0	53.0
176.0	36.0	177.0	177.0	174.0	73.0	207.0	62.0	199.0	52.0
181.0	35.0	178.0	178.0	173.0	72.0	212.0	63.0	145.0	51.0
182.0	39.0	151.0	150.0	171.0	71.0	213.0	64.0	144.0	50.0
183.0	40.0	152.0	179.0	172.0	70.0	216.0	65.0	200.0	37.0
184.0	41.0	156.0	180.0	170.0	69.0	217.0	66.0	202.0	36.0
185.0	42.0	153.0	176.0	169.0	68.0	220.0	85.0	203.0	35.0
186.0	43.0	155.0	181.0	168.0	67.0	221.0	84.0	204.0	34.0
187.0	60.0	154.0	182.0	167.0	66.0	222.0	83.0	205.0	33.0
188.0	61.0	129.0	183.0	166.0	64.0	219.0	82.0	206.0	32.0
189.0	118.0	128.0	184.0	165.0	65.0	218.0	81.0	207.0	31.0
190.0	117.0	127.0	185.0	188.0	85.0	215.0	80.0	208.0	29.0
191.0	116.0	126.0	186.0	189.0	84.0	214.0	79.0	253.0	28.0
192.0	115.0	29.0	187.0	190.0	83.0	211.0	78.0	254.0	27.0
193.0	114.0	28.0	163.0	191.0	82.0	210.0	77.0	255.0	26.0
194.0	111.0	27.0	164.0	192.0	88.0	209.0	75.0	252.0	22.0
195.0	110.0	26.0	165.0	193.0	112.0	252.0	76.0	209.0	25.0
196.0	108.0	22.0	188.0	197.0	111.0	253.0	74.0	210.0	23.0
197.0	109.0	25.0	189.0	194.0	114.0	254.0	73.0	211.0	24.0
198.0	89.0	23.0	190.0	195.0	113.0	255.0	72.0	212.0	14.0
199.0	88.0	24.0	191.0	196.0	87.0	256.0	71.0	213.0	13.0
145.0	112.0	14.0	192.0	201.0	86.0	257.0	70.0	214.0	15.0
146.0	113.0	13.0	193.0	198.0	116.0	258.0	67.0	215.0	12.0
147.0	87.0	15.0	194.0	199.0	115.0	259.0	69.0	216.0	11.0
142.0	84.0	12.0	195.0	200.0	117.0	260.0	68.0	217.0	10.0
143.0	83.0	11.0	196.0	202.0	118.0	261.0	58.0	218.0	9.0
144.0	82.0	10.0	197.0	203.0	61.0	262.0	57.0	219.0	8.0
200.0	81.0	8.0	198.0	204.0	62.0	263.0	56.0	220.0	7.0
201.0	79.0	9.0	201.0	205.0	63.0	264.0	55.0	221.0	6.0
202.0	80.0	7.0	202.0	206.0	59.0	265.0	54.0	222.0	5.0
203.0	90.0	6.0	203.0	208.0	58.0	266.0	53.0	223.0	4.0
204.0	91.0	5.0	204.0	253.0	57.0	267.0	52.0	224.0	277.0
205.0	92.0	4.0	205.0	254.0	56.0	268.0	51.0	225.0	276.0
206.0	102.0	277.0	206.0	255.0	55.0	269.0	50.0	226.0	275.0
207.0	103.0	276.0	208.0	252.0	54.0	270.0	49.0	227.0	274.0
208.0	104.0	275.0	209.0	209.0	53.0	16.0	48.0	228.0	273.0
209.0	105.0	274.0	210.0	210.0	52.0	271.0	47.0	229.0	272.0
210.0	106.0	273.0	207.0	207.0	51.0	272.0	46.0	230.0	271.0
211.0	107.0	272.0	212.0	212.0	50.0	273.0	45.0	251.0	16.0
212.0	173.0	271.0	211.0	211.0	49.0	274.0	44.0	250.0	17.0
213.0	174.0	16.0	214.0	214.0	48.0	275.0	59.0	247.0	18.0
214.0	161.0	17.0	213.0	213.0	47.0	276.0	60.0	245.0	19.0
215.0	175.0	18.0	216.0	216.0	46.0	277.0	43.0	246.0	20.0
216.0	160.0	19.0	215.0	215.0	45.0	4.0	42.0	231.0	21.0
217.0	159.0	20.0	218.0	218.0	44.0	3.0	41.0	232.0	130.0
218.0	158.0	21.0	217.0	217.0	60.0	279.0	40.0	233.0	131.0
219.0	157.0	130.0	220.0	219.0	43.0	278.0	39.0	234.0	132.0
220.0	119.0	131.0	221.0	220.0	42.0	248.0	38.0	235.0	133.0
221.0	120.0	132.0	222.0	221.0	41.0	249.0	37.0	236.0	134.0
222.0	121.0	133.0	219.0	222.0	40.0	250.0	36.0	237.0	270.0
223.0	122.0	134.0	223.0	223.0	39.0	251.0	35.0	238.0	269.0
224.0	123.0	270.0	224.0	224.0	38.0	230.0	34.0	239.0	135.0
225.0	124.0	269.0	225.0	225.0	37.0	229.0	33.0	240.0	136.0
226.0	125.0	135.0	226.0	226.0	36.0	228.0	32.0	241.0	268.0
227.0	30.0	136.0	227.0	227.0	35.0	227.0	31.0	242.0	267.0
228.0	34.0	268.0	228.0	228.0	34.0	226.0	29.0	243.0	137.0
229.0	33.0	267.0	229.0	229.0	33.0	225.0	28.0	244.0	138.0
230.0	32.0	137.0	230.0	230.0	32.0	223.0	27.0	248.0	266.0
251.0	31.0	138.0	251.0	251.0	31.0	224.0	26.0	249.0	265.0
250.0	29.0	266.0	250.0	250.0	29.0	234.0	22.0	256.0	264.0
247.0	28.0	265.0	247.0	247.0	28.0	235.0	25.0	257.0	263.0
245.0	27.0	264.0	244.0	244.0	27.0	236.0	23.0	258.0	262.0
246.0	26.0	263.0	245.0	245.0	26.0	233.0	24.0	259.0	261.0
231.0	22.0	262.0	246.0	246.0	22.0	232.0	14.0	260.0	260.0
232.0	25.0	261.0	231.0	231.0	25.0	237.0	15.0	261.0	259.0
233.0	23.0	260.0	232.0	232.0	23.0	238.0	13.0	262.0	258.0
234.0	24.0	259.0	233.0	233.0	24.0	231.0	12.0	272.0	257.0
235.0	14.0	258.0	234.0	234.0	14.0	246.0	11.0	273.0	254.0
236.0	13.0	257.0	235.0	235.0	15.0	239.0	10.0	274.0	253.0
237.0	15.0	254.0	236.0	236.0	13.0	240.0	8.0	275.0	252.0
238.0	12.0	255.0	237.0	237.0	12.0	245.0	9.0	276.0	255.0
239.0	11.0	256.0	238.0	238.0	11.0	247.0	7.0	277.0	256.0
240.0	10.0	249.0	239.0	239.0	10.0	244.0	6.0	4.0	249.0
241.0	8.0	248.0	240.0	240.0	9.0	241.0	5.0	278.0	248.0
244.0	9.0	278.0	241.0	241.0	8.0	243.0	4.0	279.0	278.0
243.0	7.0	279.0	243.0	243.0	7.0	242.0	279.0	3.0	279.0
242.0	6.0	3.0	242.0	242.0	6.0	2.0	3.0	280.0	3.0
2.0	5.0	280.0	2.0	2.0	5.0	280.0	280.0	2.0	280.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
