2856.18-0	2891.75-1	2916.39-2	2878.34-3	2882.14-4	2930.19-5	2995.16-6	2870.18-7	3013.74-8	2911.35-9
142.0	106.0	201.0	185.0	50.0	44.0	276.0	122.0	175.0	249.0
143.0	173.0	196.0	184.0	51.0	45.0	275.0	123.0	161.0	248.0
144.0	174.0	195.0	182.0	52.0	57.0	274.0	124.0	162.0	247.0
145.0	107.0	194.0	180.0	53.0	58.0	273.0	125.0	163.0	250.0
146.0	105.0	197.0	179.0	54.0	59.0	272.0	126.0	164.0	251.0
147.0	104.0	193.0	150.0	55.0	62.0	15.0	127.0	187.0	230.0
141.0	103.0	192.0	178.0	56.0	63.0	11.0	128.0	186.0	228.0
140.0	92.0	191.0	177.0	45.0	64.0	12.0	129.0	188.0	229.0
265.0	91.0	190.0	151.0	46.0	85.0	13.0	130.0	165.0	231.0
264.0	80.0	189.0	152.0	47.0	86.0	14.0	21.0	166.0	246.0
263.0	89.0	188.0	156.0	48.0	65.0	24.0	22.0	171.0	245.0
262.0	90.0	187.0	153.0	49.0	66.0	23.0	26.0	172.0	244.0
261.0	109.0	186.0	155.0	39.0	67.0	25.0	27.0	170.0	243.0
260.0	108.0	185.0	154.0	40.0	68.0	22.0	28.0	168.0	242.0
259.0	110.0	184.0	129.0	41.0	69.0	26.0	29.0	167.0	241.0
258.0	114.0	164.0	130.0	42.0	70.0	27.0	30.0	169.0	240.0
257.0	115.0	165.0	20.0	44.0	71.0	28.0	31.0	102.0	239.0
256.0	117.0	166.0	131.0	57.0	72.0	29.0	32.0	101.0	238.0
255.0	118.0	167.0	21.0	58.0	73.0	32.0	33.0	100.0	237.0
254.0	62.0	168.0	128.0	59.0	74.0	31.0	34.0	99.0	232.0
253.0	61.0	169.0	127.0	43.0	76.0	125.0	36.0	98.0	233.0
252.0	60.0	170.0	126.0	60.0	75.0	124.0	35.0	97.0	236.0
209.0	43.0	172.0	125.0	61.0	77.0	123.0	39.0	96.0	235.0
210.0	42.0	171.0	124.0	63.0	78.0	122.0	38.0	95.0	234.0
211.0	41.0	106.0	123.0	62.0	95.0	121.0	37.0	94.0	227.0
229.0	40.0	107.0	122.0	118.0	96.0	120.0	50.0	93.0	226.0
228.0	39.0	105.0	121.0	117.0	97.0	119.0	51.0	92.0	225.0
227.0	35.0	103.0	120.0	115.0	98.0	157.0	52.0	91.0	224.0
226.0	36.0	104.0	119.0	114.0	94.0	117.0	49.0	103.0	223.0
225.0	37.0	108.0	157.0	113.0	93.0	118.0	40.0	104.0	222.0
224.0	38.0	110.0	158.0	116.0	102.0	61.0	41.0	105.0	221.0
223.0	48.0	111.0	159.0	86.0	103.0	62.0	42.0	106.0	219.0
222.0	49.0	112.0	160.0	85.0	104.0	63.0	47.0	174.0	220.0
221.0	50.0	88.0	176.0	65.0	105.0	64.0	48.0	173.0	217.0
220.0	51.0	83.0	181.0	64.0	107.0	66.0	53.0	107.0	218.0
219.0	52.0	82.0	183.0	66.0	106.0	65.0	54.0	108.0	215.0
217.0	53.0	81.0	162.0	67.0	173.0	85.0	55.0	110.0	216.0
218.0	54.0	79.0	161.0	68.0	174.0	86.0	46.0	111.0	203.0
215.0	55.0	80.0	175.0	69.0	175.0	116.0	45.0	112.0	202.0
216.0	47.0	89.0	174.0	70.0	161.0	115.0	56.0	109.0	200.0
213.0	46.0	109.0	173.0	71.0	162.0	113.0	57.0	90.0	201.0
214.0	45.0	90.0	107.0	72.0	163.0	114.0	44.0	89.0	196.0
212.0	56.0	91.0	106.0	73.0	164.0	111.0	59.0	81.0	195.0
207.0	57.0	92.0	172.0	74.0	165.0	112.0	58.0	80.0	194.0
208.0	44.0	102.0	171.0	75.0	166.0	174.0	67.0	79.0	192.0
206.0	59.0	101.0	163.0	76.0	167.0	160.0	68.0	78.0	191.0
205.0	58.0	100.0	164.0	77.0	168.0	175.0	69.0	77.0	190.0
204.0	63.0	99.0	165.0	78.0	171.0	161.0	70.0	75.0	189.0
203.0	116.0	98.0	166.0	95.0	172.0	162.0	71.0	74.0	188.0
202.0	86.0	93.0	167.0	96.0	170.0	163.0	72.0	73.0	187.0
201.0	87.0	94.0	168.0	97.0	169.0	164.0	73.0	76.0	164.0
200.0	113.0	97.0	169.0	94.0	101.0	183.0	74.0	82.0	165.0
199.0	111.0	96.0	170.0	93.0	100.0	184.0	75.0	88.0	166.0
198.0	112.0	95.0	105.0	98.0	99.0	185.0	76.0	87.0	167.0
197.0	88.0	78.0	104.0	99.0	92.0	187.0	77.0	83.0	168.0
196.0	83.0	77.0	103.0	92.0	91.0	186.0	78.0	84.0	169.0
195.0	84.0	75.0	102.0	91.0	90.0	193.0	95.0	85.0	170.0
194.0	85.0	76.0	101.0	90.0	80.0	197.0	96.0	65.0	171.0
192.0	65.0	74.0	100.0	80.0	79.0	196.0	97.0	66.0	172.0
191.0	64.0	73.0	99.0	79.0	81.0	195.0	98.0	86.0	173.0
193.0	66.0	72.0	92.0	81.0	82.0	194.0	93.0	113.0	106.0
179.0	67.0	84.0	91.0	89.0	89.0	192.0	94.0	114.0	105.0
180.0	68.0	87.0	90.0	82.0	109.0	191.0	80.0	115.0	104.0
181.0	69.0	85.0	93.0	83.0	108.0	190.0	79.0	116.0	108.0
182.0	70.0	86.0	98.0	84.0	110.0	189.0	81.0	117.0	109.0
183.0	71.0	116.0	94.0	87.0	111.0	188.0	82.0	118.0	90.0
184.0	72.0	113.0	97.0	88.0	112.0	165.0	83.0	61.0	103.0
185.0	73.0	114.0	96.0	112.0	88.0	166.0	88.0	62.0	102.0
187.0	74.0	115.0	95.0	111.0	83.0	167.0	87.0	63.0	101.0
186.0	75.0	117.0	78.0	110.0	84.0	168.0	113.0	64.0	100.0
190.0	77.0	118.0	77.0	109.0	87.0	170.0	114.0	67.0	99.0
189.0	76.0	60.0	76.0	108.0	113.0	172.0	115.0	72.0	98.0
188.0	82.0	61.0	75.0	104.0	114.0	171.0	116.0	71.0	97.0
165.0	81.0	62.0	74.0	103.0	115.0	173.0	86.0	70.0	96.0
164.0	79.0	63.0	73.0	105.0	116.0	106.0	84.0	69.0	95.0
163.0	78.0	64.0	72.0	106.0	117.0	107.0	85.0	68.0	94.0
162.0	95.0	65.0	71.0	107.0	118.0	105.0	66.0	58.0	93.0
161.0	96.0	66.0	70.0	174.0	61.0	103.0	65.0	57.0	92.0
175.0	97.0	71.0	69.0	173.0	60.0	104.0	64.0	44.0	91.0
160.0	94.0	70.0	68.0	171.0	121.0	108.0	63.0	59.0	80.0
159.0	93.0	67.0	67.0	172.0	120.0	110.0	62.0	60.0	79.0
158.0	98.0	69.0	66.0	170.0	119.0	109.0	117.0	43.0	78.0
157.0	99.0	68.0	65.0	169.0	157.0	89.0	118.0	42.0	77.0
119.0	100.0	58.0	86.0	102.0	158.0	88.0	61.0	41.0	75.0
177.0	101.0	59.0	85.0	101.0	159.0	87.0	60.0	40.0	76.0
176.0	102.0	57.0	84.0	100.0	160.0	84.0	43.0	45.0	81.0
150.0	169.0	44.0	87.0	168.0	181.0	83.0	120.0	56.0	89.0
178.0	168.0	45.0	112.0	167.0	176.0	82.0	119.0	55.0	82.0
151.0	167.0	56.0	88.0	166.0	179.0	81.0	157.0	46.0	83.0
152.0	166.0	55.0	83.0	165.0	180.0	79.0	158.0	47.0	88.0
156.0	165.0	46.0	82.0	164.0	182.0	80.0	159.0	54.0	87.0
153.0	185.0	47.0	81.0	188.0	183.0	90.0	160.0	53.0	84.0
155.0	187.0	54.0	79.0	189.0	184.0	91.0	175.0	52.0	85.0
154.0	186.0	53.0	80.0	190.0	185.0	92.0	161.0	51.0	86.0
120.0	188.0	52.0	89.0	191.0	187.0	102.0	174.0	50.0	63.0
121.0	189.0	51.0	109.0	192.0	186.0	169.0	173.0	49.0	64.0
122.0	190.0	50.0	108.0	195.0	188.0	101.0	171.0	48.0	65.0
123.0	191.0	49.0	110.0	196.0	189.0	100.0	172.0	39.0	66.0
124.0	192.0	48.0	111.0	201.0	190.0	99.0	170.0	38.0	74.0
125.0	193.0	39.0	114.0	202.0	191.0	98.0	169.0	37.0	73.0
30.0	194.0	38.0	113.0	200.0	193.0	97.0	102.0	36.0	72.0
33.0	195.0	37.0	116.0	144.0	192.0	93.0	103.0	35.0	71.0
36.0	196.0	36.0	115.0	143.0	194.0	94.0	104.0	34.0	67.0
37.0	197.0	35.0	117.0	146.0	195.0	95.0	105.0	33.0	70.0
49.0	198.0	43.0	118.0	145.0	196.0	96.0	106.0	29.0	69.0
50.0	199.0	42.0	61.0	199.0	197.0	78.0	107.0	126.0	68.0
51.0	200.0	41.0	60.0	198.0	198.0	77.0	108.0	127.0	58.0
52.0	201.0	40.0	62.0	197.0	201.0	75.0	110.0	128.0	59.0
53.0	202.0	34.0	63.0	194.0	202.0	76.0	111.0	129.0	44.0
48.0	203.0	33.0	64.0	193.0	203.0	74.0	112.0	21.0	57.0
54.0	204.0	32.0	58.0	186.0	204.0	73.0	109.0	130.0	56.0
47.0	144.0	31.0	57.0	187.0	200.0	72.0	89.0	131.0	45.0
46.0	145.0	30.0	56.0	185.0	199.0	71.0	90.0	20.0	55.0
55.0	146.0	29.0	55.0	184.0	145.0	70.0	91.0	19.0	54.0
56.0	143.0	126.0	46.0	183.0	144.0	67.0	92.0	132.0	46.0
45.0	142.0	125.0	45.0	163.0	143.0	69.0	99.0	134.0	47.0
44.0	141.0	124.0	44.0	162.0	146.0	68.0	101.0	270.0	48.0
57.0	140.0	123.0	59.0	161.0	147.0	58.0	100.0	269.0	53.0
58.0	266.0	122.0	43.0	175.0	142.0	57.0	168.0	135.0	52.0
59.0	138.0	121.0	42.0	160.0	141.0	56.0	167.0	136.0	51.0
63.0	139.0	120.0	41.0	159.0	140.0	55.0	166.0	268.0	50.0
62.0	148.0	119.0	40.0	158.0	139.0	46.0	165.0	267.0	49.0
116.0	147.0	157.0	39.0	157.0	148.0	45.0	164.0	137.0	38.0
86.0	149.0	158.0	49.0	119.0	149.0	44.0	163.0	138.0	37.0
85.0	150.0	159.0	48.0	120.0	150.0	59.0	162.0	266.0	36.0
65.0	178.0	160.0	47.0	121.0	178.0	60.0	183.0	140.0	35.0
64.0	177.0	175.0	54.0	153.0	177.0	43.0	184.0	139.0	39.0
66.0	151.0	161.0	53.0	156.0	151.0	42.0	185.0	148.0	40.0
67.0	152.0	162.0	52.0	152.0	152.0	41.0	186.0	149.0	41.0
68.0	156.0	163.0	51.0	151.0	156.0	47.0	187.0	150.0	42.0
69.0	153.0	173.0	50.0	178.0	153.0	54.0	188.0	178.0	43.0
70.0	155.0	174.0	37.0	177.0	137.0	53.0	189.0	152.0	60.0
71.0	154.0	183.0	38.0	176.0	136.0	48.0	190.0	153.0	61.0
72.0	129.0	182.0	35.0	180.0	268.0	49.0	191.0	154.0	62.0
73.0	130.0	181.0	36.0	182.0	267.0	52.0	192.0	155.0	118.0
74.0	21.0	176.0	34.0	181.0	266.0	51.0	193.0	156.0	117.0
75.0	20.0	180.0	33.0	179.0	138.0	50.0	194.0	151.0	115.0
76.0	131.0	179.0	32.0	150.0	265.0	37.0	195.0	177.0	116.0
77.0	132.0	150.0	31.0	149.0	264.0	36.0	196.0	176.0	113.0
78.0	19.0	178.0	30.0	139.0	263.0	38.0	197.0	179.0	114.0
79.0	17.0	177.0	29.0	148.0	270.0	39.0	198.0	180.0	111.0
94.0	18.0	151.0	28.0	147.0	269.0	40.0	201.0	181.0	112.0
95.0	133.0	152.0	27.0	142.0	135.0	35.0	200.0	182.0	110.0
96.0	134.0	156.0	26.0	141.0	134.0	34.0	199.0	183.0	107.0
97.0	270.0	153.0	22.0	140.0	133.0	33.0	145.0	184.0	174.0
93.0	269.0	155.0	25.0	265.0	19.0	30.0	146.0	185.0	163.0
98.0	135.0	154.0	23.0	266.0	20.0	126.0	147.0	189.0	162.0
99.0	136.0	127.0	24.0	138.0	131.0	154.0	148.0	190.0	161.0
92.0	268.0	129.0	18.0	137.0	132.0	155.0	140.0	191.0	175.0
91.0	137.0	130.0	19.0	136.0	18.0	153.0	141.0	192.0	160.0
90.0	267.0	131.0	132.0	135.0	17.0	156.0	142.0	193.0	159.0
109.0	265.0	132.0	133.0	134.0	16.0	152.0	143.0	197.0	158.0
108.0	264.0	133.0	17.0	270.0	271.0	151.0	144.0	194.0	176.0
105.0	263.0	18.0	14.0	269.0	272.0	150.0	202.0	195.0	177.0
106.0	262.0	19.0	13.0	268.0	273.0	178.0	203.0	196.0	178.0
107.0	261.0	20.0	15.0	267.0	274.0	177.0	204.0	198.0	151.0
174.0	260.0	21.0	12.0	264.0	275.0	158.0	205.0	199.0	152.0
173.0	259.0	128.0	11.0	263.0	276.0	159.0	206.0	200.0	157.0
170.0	258.0	28.0	10.0	262.0	260.0	176.0	207.0	201.0	119.0
172.0	257.0	27.0	8.0	261.0	261.0	181.0	208.0	202.0	120.0
171.0	256.0	26.0	7.0	260.0	262.0	182.0	253.0	144.0	156.0
166.0	255.0	22.0	5.0	259.0	259.0	180.0	254.0	145.0	153.0
167.0	254.0	25.0	6.0	258.0	258.0	179.0	257.0	146.0	121.0
168.0	253.0	23.0	9.0	257.0	257.0	199.0	258.0	147.0	122.0
100.0	208.0	24.0	276.0	256.0	256.0	198.0	263.0	141.0	123.0
101.0	206.0	14.0	275.0	255.0	248.0	201.0	262.0	142.0	155.0
169.0	205.0	13.0	274.0	254.0	249.0	202.0	261.0	143.0	154.0
102.0	207.0	15.0	273.0	253.0	250.0	203.0	259.0	203.0	129.0
103.0	210.0	272.0	272.0	252.0	251.0	200.0	260.0	204.0	128.0
104.0	209.0	273.0	271.0	209.0	210.0	144.0	278.0	205.0	127.0
110.0	252.0	274.0	16.0	208.0	209.0	145.0	248.0	213.0	126.0
111.0	249.0	275.0	270.0	206.0	253.0	146.0	249.0	216.0	124.0
113.0	248.0	261.0	134.0	205.0	254.0	147.0	256.0	215.0	125.0
87.0	278.0	262.0	135.0	204.0	255.0	143.0	255.0	218.0	30.0
84.0	279.0	263.0	269.0	203.0	252.0	142.0	252.0	219.0	34.0
83.0	3.0	264.0	268.0	213.0	208.0	141.0	209.0	217.0	33.0
88.0	243.0	268.0	267.0	216.0	206.0	148.0	210.0	220.0	32.0
82.0	244.0	267.0	136.0	217.0	205.0	149.0	211.0	221.0	31.0
81.0	245.0	265.0	137.0	220.0	207.0	138.0	212.0	222.0	29.0
80.0	247.0	266.0	138.0	221.0	212.0	139.0	213.0	223.0	28.0
89.0	250.0	140.0	140.0	222.0	211.0	140.0	216.0	224.0	27.0
112.0	251.0	141.0	139.0	219.0	214.0	265.0	214.0	225.0	26.0
114.0	230.0	148.0	149.0	218.0	213.0	266.0	215.0	226.0	22.0
115.0	229.0	149.0	148.0	215.0	216.0	268.0	218.0	214.0	25.0
117.0	211.0	139.0	147.0	214.0	215.0	267.0	217.0	212.0	23.0
118.0	212.0	138.0	146.0	211.0	218.0	137.0	220.0	206.0	24.0
61.0	213.0	137.0	145.0	212.0	217.0	136.0	221.0	207.0	21.0
60.0	214.0	136.0	199.0	207.0	220.0	135.0	222.0	211.0	130.0
43.0	215.0	135.0	200.0	210.0	219.0	269.0	219.0	210.0	20.0
42.0	216.0	269.0	144.0	228.0	221.0	270.0	223.0	209.0	131.0
41.0	217.0	270.0	143.0	227.0	222.0	134.0	224.0	208.0	132.0
40.0	218.0	134.0	142.0	226.0	223.0	133.0	225.0	253.0	19.0
39.0	220.0	17.0	141.0	225.0	224.0	132.0	226.0	252.0	18.0
38.0	221.0	16.0	266.0	223.0	225.0	131.0	227.0	255.0	17.0
35.0	222.0	271.0	265.0	224.0	226.0	130.0	228.0	256.0	133.0
34.0	219.0	12.0	264.0	234.0	227.0	129.0	229.0	250.0	134.0
31.0	223.0	11.0	263.0	233.0	234.0	127.0	230.0	251.0	135.0
32.0	224.0	10.0	262.0	235.0	235.0	128.0	251.0	230.0	136.0
29.0	225.0	8.0	261.0	236.0	236.0	21.0	250.0	229.0	137.0
28.0	226.0	7.0	260.0	237.0	237.0	20.0	247.0	228.0	267.0
27.0	227.0	9.0	259.0	238.0	232.0	19.0	244.0	227.0	268.0
26.0	228.0	6.0	258.0	231.0	233.0	18.0	245.0	233.0	269.0
22.0	234.0	5.0	256.0	232.0	228.0	17.0	246.0	234.0	270.0
25.0	235.0	276.0	257.0	229.0	229.0	16.0	231.0	235.0	16.0
23.0	236.0	277.0	254.0	230.0	230.0	271.0	232.0	236.0	271.0
24.0	233.0	4.0	253.0	251.0	246.0	10.0	233.0	237.0	272.0
15.0	232.0	279.0	208.0	250.0	231.0	8.0	234.0	232.0	15.0
14.0	237.0	278.0	252.0	246.0	238.0	9.0	235.0	238.0	14.0
13.0	238.0	260.0	255.0	239.0	239.0	7.0	236.0	231.0	13.0
12.0	231.0	259.0	249.0	240.0	240.0	6.0	237.0	246.0	12.0
11.0	246.0	258.0	248.0	245.0	245.0	5.0	238.0	239.0	11.0
10.0	239.0	257.0	278.0	247.0	247.0	4.0	239.0	240.0	10.0
8.0	240.0	256.0	277.0	244.0	244.0	277.0	240.0	245.0	8.0
9.0	241.0	249.0	4.0	241.0	241.0	278.0	241.0	241.0	9.0
7.0	242.0	248.0	279.0	243.0	243.0	279.0	243.0	242.0	7.0
6.0	2.0	3.0	3.0	242.0	242.0	3.0	242.0	243.0	6.0
5.0	280.0	280.0	280.0	2.0	2.0	280.0	2.0	2.0	5.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
