2676.46-0	2659.85-1	2738.1-2	2721.6-3	2705.23-4	2747.17-5	2726.15-6	2753.72-7	2730.91-8	2773.69-9
101.0	190.0	16.0	141.0	209.0	132.0	271.0	191.0	152.0	172.0
169.0	189.0	17.0	142.0	252.0	19.0	16.0	190.0	156.0	171.0
170.0	188.0	18.0	143.0	253.0	20.0	17.0	189.0	153.0	170.0
171.0	187.0	133.0	204.0	208.0	131.0	18.0	188.0	155.0	169.0
172.0	186.0	19.0	203.0	206.0	130.0	133.0	187.0	154.0	101.0
168.0	185.0	132.0	202.0	205.0	21.0	132.0	185.0	122.0	102.0
167.0	184.0	131.0	201.0	204.0	128.0	19.0	186.0	123.0	103.0
166.0	183.0	20.0	196.0	203.0	129.0	20.0	193.0	124.0	105.0
165.0	182.0	21.0	195.0	202.0	154.0	131.0	197.0	125.0	104.0
164.0	181.0	130.0	194.0	201.0	155.0	130.0	198.0	30.0	108.0
163.0	180.0	129.0	192.0	200.0	153.0	129.0	199.0	31.0	110.0
162.0	179.0	128.0	191.0	144.0	156.0	21.0	145.0	32.0	111.0
161.0	176.0	127.0	193.0	143.0	152.0	128.0	144.0	33.0	112.0
174.0	177.0	126.0	197.0	146.0	151.0	127.0	143.0	34.0	113.0
173.0	178.0	154.0	198.0	145.0	177.0	126.0	146.0	36.0	114.0
106.0	150.0	155.0	199.0	199.0	178.0	154.0	147.0	37.0	115.0
107.0	149.0	153.0	200.0	198.0	150.0	155.0	142.0	38.0	116.0
105.0	148.0	156.0	144.0	197.0	179.0	153.0	141.0	35.0	86.0
104.0	147.0	152.0	145.0	196.0	180.0	156.0	148.0	39.0	87.0
103.0	142.0	151.0	146.0	195.0	176.0	152.0	149.0	40.0	84.0
102.0	141.0	178.0	147.0	194.0	181.0	151.0	150.0	41.0	85.0
92.0	140.0	177.0	148.0	193.0	182.0	177.0	178.0	42.0	65.0
91.0	139.0	176.0	149.0	192.0	183.0	176.0	151.0	43.0	66.0
90.0	138.0	181.0	139.0	191.0	184.0	181.0	177.0	59.0	64.0
80.0	137.0	182.0	138.0	190.0	185.0	182.0	176.0	44.0	63.0
79.0	136.0	180.0	137.0	189.0	187.0	184.0	179.0	45.0	62.0
81.0	135.0	179.0	267.0	188.0	186.0	183.0	180.0	46.0	117.0
82.0	134.0	150.0	268.0	187.0	193.0	180.0	181.0	47.0	118.0
83.0	270.0	149.0	136.0	186.0	197.0	179.0	182.0	48.0	61.0
88.0	269.0	139.0	135.0	185.0	198.0	178.0	183.0	49.0	60.0
89.0	268.0	138.0	269.0	184.0	199.0	150.0	184.0	50.0	43.0
109.0	267.0	266.0	270.0	183.0	145.0	149.0	163.0	51.0	42.0
108.0	266.0	267.0	134.0	182.0	146.0	139.0	164.0	52.0	41.0
110.0	265.0	137.0	133.0	181.0	147.0	138.0	165.0	53.0	40.0
111.0	264.0	136.0	17.0	180.0	148.0	137.0	166.0	54.0	39.0
112.0	263.0	135.0	18.0	179.0	149.0	136.0	167.0	55.0	35.0
113.0	262.0	134.0	19.0	176.0	139.0	135.0	168.0	56.0	36.0
114.0	261.0	270.0	132.0	177.0	138.0	134.0	171.0	57.0	38.0
115.0	260.0	269.0	131.0	151.0	137.0	270.0	172.0	58.0	37.0
117.0	259.0	268.0	20.0	178.0	136.0	269.0	170.0	68.0	49.0
116.0	258.0	263.0	21.0	150.0	135.0	268.0	169.0	69.0	50.0
86.0	257.0	264.0	130.0	149.0	134.0	267.0	102.0	67.0	51.0
87.0	254.0	265.0	129.0	148.0	270.0	263.0	101.0	70.0	52.0
84.0	253.0	140.0	128.0	147.0	269.0	264.0	100.0	71.0	53.0
85.0	252.0	141.0	127.0	142.0	268.0	265.0	99.0	72.0	48.0
65.0	255.0	148.0	126.0	141.0	267.0	266.0	92.0	73.0	47.0
66.0	256.0	147.0	154.0	140.0	265.0	140.0	91.0	74.0	54.0
64.0	249.0	142.0	155.0	139.0	266.0	141.0	90.0	75.0	55.0
63.0	248.0	205.0	153.0	138.0	140.0	148.0	80.0	76.0	46.0
62.0	278.0	204.0	156.0	137.0	141.0	147.0	79.0	77.0	45.0
118.0	4.0	203.0	152.0	136.0	142.0	142.0	94.0	78.0	56.0
61.0	5.0	202.0	151.0	268.0	143.0	143.0	93.0	95.0	57.0
60.0	6.0	200.0	177.0	267.0	144.0	146.0	98.0	96.0	44.0
43.0	7.0	144.0	176.0	266.0	200.0	145.0	97.0	97.0	59.0
42.0	9.0	143.0	178.0	265.0	202.0	144.0	96.0	94.0	58.0
41.0	8.0	146.0	150.0	264.0	201.0	204.0	95.0	93.0	68.0
40.0	10.0	145.0	179.0	263.0	196.0	203.0	78.0	98.0	69.0
124.0	11.0	199.0	180.0	269.0	195.0	202.0	77.0	99.0	67.0
125.0	12.0	198.0	181.0	270.0	194.0	201.0	76.0	100.0	70.0
30.0	13.0	201.0	182.0	135.0	192.0	200.0	75.0	101.0	71.0
126.0	15.0	196.0	183.0	134.0	191.0	199.0	74.0	102.0	72.0
127.0	14.0	195.0	184.0	133.0	190.0	198.0	73.0	169.0	73.0
128.0	24.0	194.0	185.0	18.0	189.0	197.0	72.0	170.0	74.0
21.0	23.0	197.0	187.0	19.0	188.0	196.0	71.0	172.0	76.0
129.0	25.0	193.0	186.0	132.0	164.0	195.0	70.0	171.0	75.0
130.0	22.0	192.0	190.0	131.0	165.0	194.0	69.0	168.0	77.0
131.0	26.0	191.0	189.0	20.0	166.0	193.0	68.0	167.0	78.0
20.0	27.0	190.0	188.0	21.0	167.0	192.0	67.0	166.0	79.0
19.0	28.0	189.0	164.0	130.0	168.0	191.0	66.0	165.0	80.0
132.0	29.0	188.0	165.0	129.0	100.0	190.0	65.0	164.0	81.0
133.0	31.0	187.0	166.0	128.0	99.0	189.0	64.0	163.0	82.0
18.0	32.0	186.0	167.0	127.0	98.0	186.0	63.0	162.0	83.0
17.0	33.0	185.0	168.0	126.0	97.0	185.0	59.0	161.0	88.0
16.0	34.0	184.0	172.0	125.0	96.0	187.0	58.0	174.0	89.0
271.0	35.0	183.0	171.0	124.0	95.0	188.0	57.0	173.0	109.0
272.0	36.0	162.0	170.0	123.0	94.0	165.0	44.0	106.0	90.0
273.0	37.0	163.0	169.0	122.0	93.0	164.0	45.0	107.0	91.0
274.0	38.0	164.0	101.0	121.0	92.0	163.0	56.0	105.0	92.0
275.0	39.0	165.0	100.0	154.0	91.0	162.0	55.0	104.0	93.0
276.0	40.0	166.0	99.0	155.0	90.0	161.0	46.0	103.0	94.0
277.0	41.0	167.0	102.0	153.0	89.0	175.0	47.0	92.0	95.0
4.0	42.0	168.0	103.0	156.0	109.0	160.0	54.0	91.0	96.0
279.0	43.0	171.0	91.0	152.0	112.0	159.0	48.0	90.0	97.0
278.0	60.0	172.0	92.0	120.0	88.0	158.0	53.0	80.0	98.0
248.0	61.0	170.0	93.0	119.0	83.0	157.0	52.0	79.0	99.0
249.0	118.0	169.0	98.0	157.0	82.0	119.0	51.0	81.0	100.0
256.0	62.0	102.0	97.0	158.0	81.0	120.0	50.0	82.0	168.0
255.0	63.0	101.0	96.0	159.0	80.0	121.0	49.0	89.0	167.0
252.0	59.0	100.0	94.0	160.0	79.0	122.0	38.0	109.0	166.0
253.0	44.0	99.0	95.0	175.0	78.0	123.0	37.0	108.0	165.0
254.0	45.0	92.0	78.0	161.0	77.0	124.0	36.0	110.0	164.0
257.0	46.0	91.0	77.0	162.0	75.0	125.0	35.0	111.0	163.0
258.0	47.0	93.0	75.0	163.0	76.0	30.0	39.0	112.0	162.0
259.0	48.0	98.0	76.0	164.0	74.0	34.0	40.0	88.0	161.0
260.0	49.0	97.0	74.0	165.0	73.0	35.0	41.0	83.0	181.0
261.0	50.0	96.0	73.0	166.0	72.0	38.0	42.0	84.0	176.0
262.0	51.0	94.0	72.0	167.0	71.0	39.0	43.0	87.0	177.0
263.0	52.0	95.0	71.0	168.0	67.0	40.0	60.0	113.0	151.0
264.0	53.0	78.0	70.0	172.0	70.0	41.0	61.0	114.0	178.0
265.0	54.0	77.0	69.0	171.0	69.0	42.0	62.0	115.0	150.0
266.0	55.0	76.0	68.0	170.0	68.0	43.0	118.0	117.0	179.0
267.0	56.0	75.0	67.0	169.0	58.0	60.0	117.0	116.0	180.0
268.0	57.0	74.0	66.0	101.0	57.0	61.0	115.0	86.0	182.0
269.0	58.0	73.0	65.0	100.0	59.0	118.0	116.0	85.0	183.0
270.0	68.0	72.0	64.0	99.0	44.0	62.0	86.0	66.0	184.0
134.0	69.0	71.0	63.0	98.0	45.0	63.0	85.0	65.0	185.0
135.0	70.0	70.0	59.0	93.0	56.0	64.0	84.0	64.0	186.0
136.0	71.0	69.0	58.0	94.0	55.0	66.0	87.0	63.0	187.0
137.0	67.0	68.0	57.0	97.0	46.0	65.0	113.0	62.0	188.0
138.0	66.0	67.0	44.0	96.0	47.0	85.0	114.0	118.0	189.0
139.0	64.0	66.0	45.0	95.0	54.0	86.0	111.0	61.0	190.0
140.0	65.0	65.0	56.0	78.0	53.0	116.0	112.0	60.0	191.0
141.0	85.0	64.0	55.0	77.0	48.0	117.0	88.0	121.0	192.0
148.0	86.0	63.0	46.0	79.0	52.0	115.0	83.0	120.0	193.0
149.0	116.0	58.0	47.0	80.0	51.0	114.0	82.0	119.0	197.0
150.0	117.0	59.0	54.0	81.0	50.0	113.0	81.0	157.0	194.0
178.0	115.0	44.0	53.0	89.0	49.0	87.0	89.0	158.0	195.0
177.0	113.0	57.0	48.0	109.0	39.0	84.0	109.0	159.0	196.0
151.0	114.0	56.0	49.0	90.0	40.0	83.0	110.0	160.0	201.0
152.0	111.0	55.0	52.0	91.0	41.0	82.0	108.0	175.0	198.0
156.0	110.0	54.0	51.0	92.0	42.0	81.0	104.0	182.0	199.0
153.0	112.0	47.0	50.0	102.0	43.0	79.0	103.0	183.0	145.0
155.0	88.0	48.0	37.0	103.0	60.0	80.0	105.0	184.0	144.0
154.0	87.0	53.0	38.0	104.0	61.0	90.0	107.0	185.0	200.0
123.0	84.0	52.0	36.0	105.0	118.0	109.0	106.0	186.0	202.0
122.0	83.0	51.0	35.0	106.0	62.0	89.0	173.0	187.0	203.0
121.0	82.0	50.0	39.0	173.0	63.0	88.0	174.0	188.0	204.0
120.0	81.0	49.0	40.0	174.0	64.0	112.0	162.0	189.0	205.0
119.0	80.0	37.0	41.0	107.0	65.0	111.0	161.0	190.0	142.0
157.0	79.0	36.0	42.0	108.0	66.0	110.0	175.0	191.0	143.0
158.0	76.0	35.0	43.0	110.0	85.0	108.0	160.0	192.0	146.0
159.0	73.0	38.0	60.0	112.0	84.0	107.0	159.0	193.0	147.0
160.0	72.0	39.0	61.0	111.0	87.0	174.0	158.0	197.0	149.0
175.0	74.0	40.0	62.0	114.0	113.0	173.0	157.0	194.0	148.0
176.0	75.0	41.0	118.0	113.0	86.0	106.0	119.0	195.0	141.0
179.0	77.0	46.0	117.0	87.0	116.0	105.0	152.0	196.0	140.0
180.0	78.0	45.0	115.0	84.0	117.0	104.0	156.0	201.0	139.0
181.0	95.0	42.0	114.0	83.0	115.0	103.0	153.0	202.0	138.0
182.0	96.0	43.0	111.0	88.0	114.0	91.0	155.0	203.0	266.0
183.0	97.0	60.0	110.0	82.0	111.0	92.0	154.0	200.0	265.0
184.0	94.0	61.0	112.0	76.0	110.0	102.0	120.0	198.0	264.0
185.0	93.0	62.0	88.0	75.0	108.0	101.0	121.0	199.0	267.0
186.0	98.0	118.0	87.0	74.0	104.0	169.0	122.0	145.0	137.0
187.0	99.0	117.0	113.0	73.0	103.0	170.0	123.0	144.0	136.0
188.0	100.0	115.0	116.0	72.0	102.0	171.0	124.0	146.0	268.0
189.0	101.0	116.0	86.0	71.0	101.0	172.0	125.0	143.0	269.0
190.0	102.0	113.0	85.0	70.0	169.0	166.0	34.0	142.0	135.0
191.0	103.0	114.0	84.0	69.0	170.0	167.0	33.0	147.0	134.0
192.0	92.0	111.0	83.0	68.0	172.0	168.0	32.0	148.0	270.0
193.0	91.0	110.0	82.0	67.0	171.0	100.0	31.0	141.0	16.0
197.0	90.0	112.0	81.0	66.0	173.0	99.0	30.0	140.0	271.0
194.0	89.0	88.0	79.0	64.0	106.0	98.0	126.0	266.0	272.0
195.0	109.0	87.0	80.0	63.0	105.0	93.0	29.0	265.0	273.0
196.0	108.0	86.0	90.0	65.0	107.0	94.0	28.0	264.0	274.0
201.0	104.0	85.0	89.0	85.0	174.0	97.0	27.0	263.0	275.0
198.0	105.0	84.0	109.0	86.0	163.0	96.0	26.0	262.0	276.0
199.0	106.0	83.0	108.0	116.0	162.0	95.0	22.0	261.0	260.0
145.0	107.0	82.0	104.0	115.0	161.0	78.0	25.0	260.0	261.0
146.0	174.0	81.0	105.0	117.0	175.0	77.0	23.0	259.0	262.0
147.0	173.0	79.0	107.0	118.0	160.0	75.0	24.0	258.0	263.0
142.0	172.0	80.0	106.0	62.0	159.0	76.0	17.0	257.0	259.0
143.0	171.0	89.0	173.0	61.0	158.0	74.0	18.0	256.0	258.0
144.0	170.0	90.0	174.0	60.0	157.0	73.0	19.0	255.0	257.0
200.0	169.0	109.0	163.0	43.0	119.0	72.0	20.0	254.0	254.0
202.0	168.0	108.0	162.0	42.0	120.0	71.0	21.0	253.0	253.0
203.0	167.0	104.0	161.0	41.0	121.0	70.0	128.0	252.0	208.0
204.0	166.0	103.0	175.0	40.0	122.0	67.0	127.0	209.0	206.0
205.0	165.0	105.0	160.0	39.0	123.0	69.0	129.0	208.0	207.0
206.0	164.0	106.0	159.0	48.0	124.0	68.0	130.0	206.0	212.0
208.0	163.0	107.0	158.0	47.0	125.0	58.0	131.0	205.0	213.0
209.0	162.0	173.0	157.0	46.0	34.0	59.0	132.0	204.0	216.0
210.0	161.0	174.0	119.0	45.0	35.0	44.0	133.0	212.0	217.0
207.0	175.0	161.0	120.0	44.0	38.0	57.0	134.0	207.0	218.0
212.0	160.0	175.0	121.0	59.0	37.0	56.0	270.0	210.0	219.0
211.0	159.0	160.0	122.0	58.0	36.0	45.0	269.0	211.0	220.0
214.0	158.0	159.0	123.0	57.0	33.0	46.0	135.0	214.0	221.0
213.0	157.0	158.0	124.0	56.0	32.0	55.0	136.0	213.0	222.0
216.0	119.0	157.0	125.0	55.0	31.0	54.0	268.0	216.0	223.0
215.0	151.0	119.0	30.0	54.0	30.0	47.0	267.0	217.0	224.0
218.0	152.0	120.0	34.0	53.0	126.0	48.0	137.0	215.0	225.0
219.0	156.0	121.0	33.0	52.0	127.0	53.0	138.0	218.0	226.0
217.0	153.0	122.0	32.0	51.0	29.0	52.0	139.0	219.0	227.0
220.0	155.0	123.0	31.0	50.0	28.0	51.0	140.0	220.0	215.0
221.0	154.0	124.0	29.0	49.0	27.0	49.0	266.0	221.0	214.0
222.0	120.0	125.0	28.0	38.0	26.0	50.0	265.0	222.0	211.0
223.0	121.0	30.0	27.0	37.0	22.0	37.0	264.0	223.0	210.0
224.0	122.0	34.0	26.0	36.0	25.0	36.0	263.0	224.0	209.0
225.0	123.0	33.0	22.0	35.0	23.0	33.0	262.0	225.0	252.0
226.0	124.0	32.0	25.0	34.0	24.0	32.0	261.0	226.0	255.0
227.0	125.0	31.0	23.0	33.0	14.0	31.0	259.0	227.0	256.0
228.0	30.0	29.0	24.0	32.0	15.0	29.0	260.0	228.0	249.0
229.0	126.0	28.0	14.0	31.0	13.0	28.0	274.0	233.0	248.0
230.0	127.0	27.0	13.0	30.0	12.0	27.0	273.0	234.0	247.0
251.0	129.0	26.0	12.0	29.0	11.0	26.0	272.0	235.0	250.0
250.0	128.0	22.0	11.0	28.0	10.0	22.0	271.0	236.0	251.0
247.0	21.0	25.0	15.0	27.0	8.0	25.0	16.0	237.0	230.0
245.0	130.0	23.0	16.0	26.0	9.0	23.0	15.0	238.0	229.0
246.0	131.0	24.0	271.0	22.0	7.0	24.0	14.0	239.0	228.0
231.0	20.0	14.0	272.0	25.0	6.0	14.0	13.0	240.0	233.0
232.0	19.0	13.0	273.0	23.0	5.0	15.0	12.0	245.0	234.0
233.0	132.0	15.0	274.0	24.0	4.0	13.0	11.0	246.0	235.0
234.0	133.0	12.0	275.0	17.0	277.0	12.0	10.0	231.0	236.0
235.0	18.0	11.0	276.0	16.0	276.0	11.0	8.0	232.0	237.0
236.0	17.0	10.0	9.0	271.0	275.0	10.0	7.0	229.0	232.0
237.0	16.0	9.0	10.0	15.0	260.0	9.0	9.0	230.0	231.0
238.0	271.0	8.0	8.0	14.0	259.0	8.0	275.0	251.0	238.0
239.0	272.0	7.0	7.0	13.0	258.0	7.0	276.0	250.0	239.0
240.0	273.0	6.0	6.0	12.0	257.0	6.0	277.0	249.0	246.0
241.0	274.0	5.0	5.0	11.0	256.0	5.0	6.0	248.0	245.0
244.0	275.0	4.0	4.0	10.0	249.0	4.0	5.0	247.0	240.0
243.0	276.0	277.0	277.0	8.0	248.0	277.0	4.0	244.0	241.0
242.0	277.0	278.0	278.0	9.0	278.0	278.0	278.0	241.0	244.0
2.0	279.0	279.0	279.0	7.0	279.0	279.0	279.0	243.0	243.0
280.0	3.0	3.0	3.0	6.0	3.0	3.0	3.0	242.0	242.0
3.0	280.0	280.0	280.0	5.0	280.0	280.0	280.0	2.0	2.0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
